Changing Point,Changing Rate,Burst Duration(in time),Processivity
0.00505050505050505,4.881207135658967,0.01818181818181818,0.08874922064834484
0.023232323232323233,4.748027654228868,0.004040404040404039,0.019183950118096427
0.02727272727272727,4.8972791546908025,0.06868686868686869,0.33637877022118645
0.09595959595959595,0.13152662628238296,0.16464646464646465,0.021655394024271135
0.2606060606060606,0.3997203164555043,0.00303030303030305,0.0012112736862288087
0.26363636363636367,0.07445706855221522,0.007070707070707005,0.0005264641210762644
0.2707070707070707,0.002716308752581092,0.002020202020202033,5.487492429456786e-06
0.2727272727272727,0.16979534750382888,0.0010101010101010166,0.00017151045202407067
0.2737373737373737,-0.20427193106469713,0.0010101010101010166,-0.0002063352839037358
0.27474747474747474,-0.4615158324791705,0.0010101010101010166,-0.0004661776085648217
0.27575757575757576,0.9514568182296529,0.0010101010101010166,0.0009610674931612717
0.2767676767676768,-0.018220358201030844,0.00303030303030305,-5.521320666979079e-05
0.2797979797979798,0.5350885431281687,0.00303030303030305,0.0016214804337217337
0.2828282828282829,0.17764134595740663,0.008080808080808022,0.001435485623898225
0.2909090909090909,1.5590321339002773,0.009090909090909094,0.014173019399093434
0.3,3.4431982292183223,0.008040201005025116,0.027684005863061856
0.3080402010050251,3.976762844326549,0.0010050251256281673,0.0039967465772127175
0.30904522613065327,4.763802494623311,0.0010050251256281117,0.004787741200626305
0.3100502512562814,4.9553691110630895,0.0010050251256281673,0.004980270463380121
0.31105527638190955,5.014962714283129,0.004020100502512558,0.02016065412777135
0.3150753768844221,5.011290951573369,0.006030150753768837,0.030218839908985107
0.32110552763819095,5.063532906402055,0.007035175879397004,0.035622844567652745
0.32814070351758795,5.121415269569306,0.004020100502512558,0.020588604098771057
0.3321608040201005,4.683363106347668,0.02010050251256279,0.09413795188638518
0.3522613065326633,5.004613592118696,0.005025125628140725,0.025148812020697076
0.357286432160804,5.975712900240586,0.0010050251256281117,0.006005741608281823
0.35829145728643214,4.978552291362048,0.006030150753768837,0.03002142085243442
0.364321608040201,5.039249668556589,0.0020100502512563345,0.01012914506242557
0.3663316582914573,4.5442691423308395,0.14780975584995681,0.671687312444414
0.5141414141414141,-0.02156691931265526,0.18484848484848482,-0.003986612357793851
0.6989898989898989,-2.4559242536362427,0.1095528145779402,-0.26905341437607744
0.8085427135678391,-2.4585363051419487,0.06331658291457298,-0.1556661178130081
0.8718592964824121,-2.5958914219096623,0.0030150753768843908,-0.007826808307265232
0.8748743718592965,-2.6642333932811177,0.005025125628140725,-0.013388107503925273
0.8798994974874372,-2.533328093487903,0.009045226130653283,-0.022914525468734848
0.8889447236180905,-2.227698073145702,0.0060301507537687815,-0.013433355214948817
0.8949748743718593,-0.9733203937078236,0.0010050251256281673,-0.0009782114509626627
0.8959798994974875,-2.321621343526211,0.0010050251256281673,-0.0023332877824384646
0.8969849246231156,-1.1067444286092472,0.0010050251256281673,-0.0011123059584012829
0.8979899497487438,-1.46859160539652,0.0010050251256280562,-0.0014759714627099463
0.8989949748743719,-1.0600819140055593,0.0010050251256281673,-0.0010654089587995852
0.9,-0.9810440401146863,0.006122448979591799,-0.006006392082334777
0.9061224489795918,-0.15664262397198347,0.0071428571428572285,-0.0011188758855141812
0.913265306122449,-0.28813688695817813,0.0010204081632652073,-0.0002940172315899492
0.9142857142857143,0.2107204427114581,0.0020408163265306367,0.0004300417198193074
0.9163265306122449,0.33430320522245527,0.0010204081632653184,0.00034112571961475435
0.9173469387755102,-0.21493441602362626,0.0010204081632653184,-0.00021932083267717228
0.9183673469387755,0.3342183127794067,0.0010204081632653184,0.0003410390946728681
0.9193877551020408,-0.13151125472168188,0.0010204081632653184,-0.00013419515787926883
0.9204081632653062,-0.037077570556219644,0.003061224489795844,-0.00011350276700883288
0.923469387755102,-0.10264572294459172,0.005102040816326592,-0.0005237026680846579
