Changing Point,Changing Rate,Burst Duration(in time),Processivity
0.0101010101010101,5.292276966466793,0.01616161616161616,0.08553174895299867
0.026262626262626262,4.831346979719125,0.06868686868686869,0.33185009557666717
0.09494949494949495,0.16736802732946118,0.17373737373737375,0.029078081515825582
0.2686868686868687,0.4137040225104954,0.0030303030303029943,0.0012536485530620922
0.2717171717171717,0.05785468600916961,0.0010101010101010166,5.843907677693938e-05
0.2727272727272727,3.0418141691319467,0.0010101010101010166,0.0030725395647797638
0.2737373737373737,-0.12048014174494892,0.002020202020202033,-0.00024339422574737313
0.27575757575757576,0.17257330969138063,0.00303030303030305,0.0005229494233072174
0.2787878787878788,0.12072161005895066,0.012121212121212088,0.0014632922431387918
0.2909090909090909,1.3755418863832725,0.010095934216537261,0.01388738039701709
0.30100502512562816,3.959067425552715,0.012060301507537674,0.04774754684083671
0.31306532663316583,5.1578580589847185,0.00502512562814067,0.025918884718516
0.3180904522613065,4.738282015857083,0.0030150753768844463,0.014286277434745087
0.32110552763819095,4.621980667360892,0.002010050251256279,0.009290413401730424
0.3231155778894472,5.602647405531401,0.002010050251256279,0.011261602825188732
0.3251256281407035,4.459949510714,0.0010050251256281673,0.0044823613173006205
0.32613065326633167,5.873268528341214,0.0010050251256281117,0.0059027824405437634
0.3271356783919598,6.258428025958938,0.0010050251256281673,0.006289877413024225
0.32814070351758795,4.609730664946941,0.18600071062382617,0.8574131794645737
0.5141414141414141,-0.03172660850240146,0.08787878787878789,-0.002788095898695886
0.602020202020202,-0.04522106629618654,0.015151515151515138,-0.0006851676711543409
0.6171717171717171,0.09791373382946113,0.06565656565656564,0.006428679493853506
0.6828282828282828,0.2405770393148052,0.011111111111111072,0.002673078214608937
0.6939393939393939,-2.444355569024234,0.1849550784224152,-0.4520959759611445
0.8788944723618091,-4.070363027327154,0.0010050251256281673,-0.00409081711289172
0.8798994974874372,-3.1321901496012967,0.0010050251256281673,-0.003147929798594351
0.8809045226130654,-1.9600461901609005,0.0010050251256280562,-0.001969895668503252
0.8819095477386935,-1.1731564492575164,0.0020100502512563345,-0.0023581034155930602
0.8839195979899498,-2.595756178928722,0.0020100502512562235,-0.005217600359655572
0.885929648241206,-2.3757696911275676,0.008040201005025116,-0.019101665858312078
0.8939698492462311,-1.6887578987893779,0.009091375243564848,-0.01535313175342834
0.903061224489796,-0.0994438480992289,0.010204081632653073,-0.0010147331438696838
0.913265306122449,-0.023907632476654738,0.010204081632652962,-0.00024395543343525006
0.923469387755102,-2.019274448566153,0.0010204081632653184,-0.002060484131189977
0.9244897959183673,0.8838140592993066,0.0010204081632653184,0.0009018510809176705
0.9255102040816326,0.021381606803848048,0.03367346938775517,0.0007199928821703949
0.9591836734693878,0.02830895797570789,0.026530612244897944,0.000751053987110617
