X,Original Data,Filtered Data,Fitted Data
0.0,0.1959022545074793,0.13024518898400633,0.13024518898400633
0.00101010101010101,-0.153661202114291,0.1277827924562466,0.12913239653458974
0.00202020202020202,0.005821646854315924,0.13081589683237704,0.12801960408517316
0.0030303030303030303,0.10404761199487529,0.12890978349073445,0.1269068116357566
0.00404040404040404,0.249847597970273,0.1273285774462249,0.12579401918634
0.00505050505050505,-0.026921842675685335,0.12703247261403483,0.12468122673692342
0.006060606060606061,0.02605910386994041,0.12468122673692342,0.12468122673692342
0.007070707070707071,0.6082307851177838,0.12354106785032114,0.12405047598710134
0.00808080808080808,-0.21710806621845705,0.12071782733013665,0.12341972523727926
0.00909090909090909,-0.21623247597933393,0.12080763395038845,0.12278897448745718
0.0101010101010101,0.2612754207401304,0.12064342127229064,0.1221582237376351
0.011111111111111112,-0.25032669708857913,0.12035889090706937,0.12152747298781302
0.012121212121212121,-0.05989236653576992,0.12152747298781302,0.12152747298781302
0.013131313131313131,0.011009051921213986,0.12262701433810251,0.12512184800379927
0.014141414141414142,0.03751408413418902,0.12099607359935219,0.12871622301978553
0.015151515151515152,0.018753075846955937,0.119826674918923,0.13231059803577178
0.01616161616161616,-0.11046059804965842,0.1267631058686135,0.13590497305175803
0.01717171717171717,-0.16116296364931582,0.12874423147956968,0.13949934806774428
0.01818181818181818,0.21309923127433922,0.12708095465184024,0.14309372308373053
0.01919191919191919,-0.032865139338021626,0.12999783820180158,0.14668809809971678
0.0202020202020202,0.2809227470862084,0.13484726683722742,0.15028247311570303
0.021212121212121213,0.48231713810719656,0.1339032347130438,0.15387684813168928
0.022222222222222223,0.06235740472091419,0.13588978578668529,0.15747122314767553
0.023232323232323233,-0.12565461317804888,0.13448921025636074,0.16106559816366178
0.024242424242424242,0.023246435241439378,0.13648280524338827,0.16465997317964803
0.025252525252525252,0.010511356612826109,0.13366435672177562,0.16825434819563428
0.026262626262626262,0.16095214723576878,0.13419777192228133,0.17184872321162054
0.02727272727272727,0.21119919628644968,0.1329028655967319,0.1754430982276068
0.028282828282828285,0.45819258635663696,0.13522826011421363,0.17903747324359304
0.029292929292929294,-0.1451971504937689,0.13258272493255302,0.1826318482595793
0.030303030303030304,0.1039379479022646,0.13890386229421034,0.18622622327556554
0.031313131313131314,0.10676330780026941,0.14257532584053842,0.1898205982915518
0.03232323232323232,0.04077127325861661,0.137716468042106,0.19341497330753804
0.03333333333333333,0.38698783020369565,0.14241834641425138,0.1970093483235243
0.03434343434343434,0.07581711398399779,0.14353883946176024,0.20060372333951054
0.03535353535353535,0.0962862737033755,0.15085218971740424,0.2041980983554968
0.03636363636363636,0.17724765007950555,0.15244450070551135,0.20779247337148304
0.03737373737373737,0.047773764249460865,0.15787657134299782,0.2113868483874693
0.03838383838383838,0.12407224465153609,0.16061213717190473,0.21498122340345555
0.03939393939393939,0.018038101735857265,0.14907428691322785,0.2185755984194418
0.0404040404040404,0.20156007158334222,0.15778698385686615,0.22216997343542805
0.04141414141414142,0.1855568557873172,0.1690822585841733,0.2257643484514143
0.04242424242424243,0.17797684149854062,0.17214617012493486,0.22935872346740055
0.043434343434343436,0.2695229255943289,0.1849027475410875,0.2329530984833868
0.044444444444444446,0.2651733595757163,0.19220059178902554,0.23654747349937305
0.045454545454545456,0.09315298796620788,0.19796194517168503,0.2401418485153593
0.046464646464646465,0.12223013764044086,0.20355958328251342,0.24373622353134555
0.047474747474747475,0.6328974043379803,0.2090185204708384,0.24733059854733183
0.048484848484848485,0.32071316799772037,0.21152595010448308,0.2509249735633181
0.049494949494949494,0.09111581436052382,0.2157283661787921,0.25451934857930436
