Changing Point,Changing Rate,Burst Duration(in time),Processivity
0.00404040404040404,-1.5691006593825951,0.0010101010101010097,-0.0015849501609925196
0.00505050505050505,4.877063429605468,0.08585858585858586,0.4187377692085503
0.09090909090909091,0.22605707043987636,0.17070707070707072,0.03858954030741324
0.26161616161616164,-0.7311258207481833,0.0010101010101010166,-0.0007385109300486747
0.26262626262626265,-0.2840730175456825,0.002020202020202033,-0.0005738848839306754
0.2646464646464647,-1.3587511562366728,0.0030303030303029943,-0.004117427746171687
0.2676767676767677,-2.0032890201387965,0.002020202020202033,-0.004047048525532948
0.2696969696969697,1.1484823474470565,0.015151515151515138,0.017401247688591748
0.28484848484848485,0.26900304627023147,0.01313131313131316,0.003532363233851532
0.297979797979798,3.2109779329908035,0.012070453276483373,0.03875795911198465
0.3100502512562814,4.427986004731201,0.013065326633165841,0.05785308347890017
0.3231155778894472,6.285924606645123,0.007035175879397004,0.04422258517237787
0.33015075376884423,6.225561653888378,0.01507537688442212,0.0938526882495736
0.34522613065326635,5.25743550198966,0.013065326633165786,0.06869011208629683
0.35829145728643214,3.752795124668076,0.02914572864321613,0.10937794835716019
0.38743718592964826,8.119264425733608,0.0020100502512562235,0.016320129498961555
0.3894472361809045,4.3202023185163325,0.13176488503121675,0.5692509618109006
0.5212121212121212,-0.13173071588434773,0.18280797929039128,-0.024081425981294258
0.7040201005025125,-2.4184566264859697,0.16281407035175888,-0.39375876732736415
0.8668341708542714,-5.213147580038422,0.0010050251256280562,-0.005239344301545712
0.8678391959798994,3.290611597629781,0.0010050251256281673,0.0033071473343013746
0.8688442211055276,-0.2751714993735043,0.0020100502512563345,-0.0005531085414542947
0.870854271356784,-6.25537504536874,0.0010050251256281673,-0.00628680909082302
0.8718592964824121,-1.7896573746788835,0.0020100502512562235,-0.003597301255635843
0.8738693467336683,-3.220569658958648,0.004020100502512558,-0.012947013704356358
0.8778894472361809,-2.303787528758806,0.021105527638190957,-0.04862265136073862
0.8989949748743719,0.18360756571361245,0.02345400471746495,0.004306332712409322
0.9224489795918368,1.9143452406567913,0.005102040816326481,0.00976706755437129
0.9275510204081633,1.3880839871036,0.0010204081632653184,0.0014164122317383843
0.9285714285714286,-1.954434388593975,0.004081632653061162,-0.007977283218750797
0.9326530612244898,-0.37306137240925696,0.06326530612244896,-0.023601841927932576
